null 0:3.3396687981023 5:0.9149465043553076 6:0.6162589264805619 
null 0:2.8905093050958555 5:1.3502105166388172 8:0.958923181627419 
null 0:1.9986514346579245 5:1.1108230401941763 8:0.5828304473504868 
null 0:3.3500187536230044 8:1.047284732979532 5:0.8438652625932487 
null 0:1.3622457041326643 6:0.8286458793187959 8:0.7472319182384766 
null 0:2.301420402813562 5:1.1775308788227976 7:0.9315262359312544 
null 0:2.2687222810011463 8:0.6145320273183146 2:0.47362656611442816 
null 0:1.9690274301395587 3:0.6674453645532705 8:0.5483328351064631 
null 0:3.1853707784949132 2:1.3240851677928125 6:0.9700711348748077 
null 0:2.443986760001784 5:1.2176879625521446 8:0.8643598719473113 
null 0:3.708459746783701 5:1.9384108161656708 8:1.1404712246846045 
null 0:2.3073489403025897 7:1.3851754769250275 6:1.3224078187535806 
null 0:2.48714755705537 3:1.273858672301769 5:1.2292349796126831 
null 0:3.333207364366369 6:2.0036056548614356 8:1.3426669286007213 
null 0:2.573824180076002 5:1.393520533679144 2:1.0367192403679317 
null 0:2.590950101648147 7:1.1554441010654612 5:0.7720007215819279 
null 0:2.8228801494776783 2:0.8967332553694232 5:0.7617891648155103 
null 0:3.387405484401623 5:2.0973887420638704 8:1.3887714132362121 
null 0:1.1760207885123994 6:0.6270470238655891 8:0.6061705628312374 
null 0:4.219007817390536 5:2.6530121692959776 8:0.682601658803127 
null 0:2.7425697196039978 5:1.2916459113109535 3:0.5474970875192013 
null 0:2.2436572207063006 5:1.1251377777674674 8:1.0633127583243656 
null 6:1.8696776731947895 9:0.7064823570821228 7:0.6251798008587363 
null 0:2.4882217185166255 2:1.3777884286623587 5:1.3771332655956467 
null 0:1.7835269572925205 5:0.7745422557187335 6:0.6612007554062477 
null 0:4.672163146987483 5:2.0280694372187753 3:0.7322196397602999 
null 0:2.5154169254268655 5:1.1168913997834793 8:1.0765838508150338 
null 0:2.8968756481519358 3:2.0198804312035854 2:1.5857887732146312 
null 0:3.34692685069194 5:1.6578679523828819 6:0.7830779019558143 
null 0:2.383416510123749 2:1.6284015064008541 7:1.0943791903885667 
null 0:2.3959879512681814 5:1.171867086346971 8:1.0921226112195535 
null 0:3.2817722667945177 5:1.9991818685254568 3:1.056553028242006 
null 0:3.0880684732343604 5:1.5513237725905777 8:0.8900412430955782 
null 0:2.7332636924799254 8:1.5210564616271354 5:1.1209222640235632 
null 0:4.720430915023204 5:2.598998614224859 6:1.1664976512626544 
null 0:2.368648310845037 8:0.9306759319597531 2:0.7345117941057654 
null 0:2.9345831508497677 2:1.7815717914764777 5:1.0947298396660299 
null 0:2.3625454532695356 5:1.7352098108516194 2:1.2618416130191832 
null 0:3.2448676625563064 8:1.9502534694735751 5:0.7118334470300245 
null 0:2.5792858164260544 3:1.702790678627303 2:1.1678352858879197 
null 0:4.454909711449016 5:2.8246849073787734 8:1.260844738097693 
null 0:3.198502857904568 5:1.5191415394585202 6:1.2040814412024468 
null 0:2.9184727435260043 5:1.1925625070023858 3:0.4906097015192817 
null 0:4.834353147234476 5:2.7107545770145425 8:0.5656749234089533 
null 0:2.739989481138743 5:1.0211149023370956 6:0.7447114322570308 
null 0:2.9179807703971985 2:1.5064108840025479 8:0.9515110091976269 
null 0:2.5554157217055025 5:1.6659391480181345 8:0.4388069057019995 
null 0:3.2497838796368104 5:1.625204695320738 6:0.6707437522565982 
null 0:3.7996544106943397 5:1.6490540468822463 8:1.381994187705642 
null 0:4.226822265097971 5:0.9196740797594906 2:0.8090559652521865 
null 0:3.0687797661205964 5:0.9827261874563409 8:0.981265280984624 
null 0:2.508148668577597 6:2.017564754420606 2:0.8357884054441327 
null 0:3.3508181563155857 5:1.2511543494642294 6:0.9715636733167841 
null 0:2.84999274325887 8:1.2306804105694502 5:1.2204120123767368 
null 0:2.356177996037189 3:1.682237801037166 5:0.8218178566847076 
null 0:2.935343905007908 5:1.6138407615263948 8:0.6447955370762266 
null 6:1.6704495030794146 0:1.5300251917635015 7:1.2565136948625903 
null 0:3.1953279009299904 5:1.2577404716736014 8:0.7951479945566569 
null 0:2.0000987314306773 6:1.102679801084455 5:0.8106145485549222 
null 0:4.570890212509367 5:2.19992698345262 8:0.995593721469219 
null 0:3.027613764872701 8:1.288678761271832 2:1.0609279548189243 
null 0:2.4425583506667774 8:1.288070043276084 2:0.7352272880151677 
null 0:3.8161655808436175 6:2.2140178917638966 2:1.7922027562950946 
null 0:3.141057111173457 5:1.6433160462072658 2:0.695124006048383 
null 0:2.1042685908327967 3:0.8921512266685906 5:0.6755859302017388 
null 0:3.4421539098643033 5:1.2634557287880699 8:0.6952175863953005 
null 0:2.8774404303034546 2:2.140127982942806 6:0.9469824363188453 
null 0:1.7534134813238766 6:1.190418215903542 8:0.5960927506007315 
null 0:1.5735516699907954 2:0.4658748596504254 5:0.44644732987995206 
null 0:3.159383691084531 5:1.0239422707132224 8:0.9393588178573684 
null 0:3.5258673741115842 5:1.355900599678534 8:1.3192247979384135 
null 0:3.927764052888142 8:0.9719614308640582 2:0.8936788516307399 
null 0:4.104380058911758 5:2.8857930213238694 8:0.9972816722153067 
null 0:3.867140615182436 5:1.9787349483658059 2:0.909342581147506 
null 0:2.5416624722750356 8:0.9176850219880606 5:0.8538420833057772 
null 0:1.4561090636106457 8:1.0732408675715792 9:0.8072203451711014 
null 0:3.461299799636512 7:1.3624666627258202 5:0.7653399143866702 
null 0:1.8734061331692773 5:0.9358416194237429 8:0.8534591160926425 
null 0:3.362003095990526 2:0.7066327601575519 5:0.6512407231466284 
null 0:2.3269623172944396 5:1.2397263114372847 6:0.8793425528713751 
null 0:2.795014592030882 5:1.090779889951465 8:0.973609242232745 
null 0:2.5296947045353892 5:1.7477684668866806 8:0.689932775781034 
null 0:4.940380068622838 5:2.170000614689442 8:1.3014498003645827 
null 0:1.8351293141914538 6:1.2380372301332425 2:0.9540737378278499 
null 0:3.4746885165687296 5:2.293526012121564 8:1.234736976779381 
null 0:2.457159556660595 5:0.7761480895717372 8:0.6688506366871044 
null 0:3.293933283253805 5:1.519891983406228 8:0.8805147787207745 
null 0:3.9099892439635644 5:2.3083792569652983 8:1.7524318802705083 
null 0:2.57545835774276 5:1.3286155171198477 6:0.4315177338959162 
null 0:2.3684361772061377 6:1.1551316129691536 5:1.1367280383600844 
null 0:3.1284356917118834 5:0.9247947573138927 8:0.8809086251695182 
null 0:2.174413947885304 8:1.5409801365917792 5:1.2189576369048656 
null 0:2.893168646658303 6:1.549136421519779 2:0.7747491644612611 
null 0:2.3845467764546924 5:2.0400963512300443 6:1.3382240281011404 
null 0:4.099309855845368 5:2.1727260653284217 6:1.990218340055351 
null 0:3.271019935734862 5:2.0755425318440253 8:1.1694202275330061 
null 0:4.356198837547758 8:1.776521856426075 2:1.6780059479105862 
null 0:2.324455754238833 8:0.9053811214418029 5:0.8933224538280341 
null 0:2.0312709075798665 6:2.0177963222472886 2:1.030779333525452 
null 0:3.7134296151014237 5:1.8598224862955692 3:0.884774148243659 
null 0:2.4581771798474343 5:0.9078153809706018 8:0.6831733220049446 
null 0:3.452755877365221 5:1.8042592514951108 2:1.1809941708482705 
null 0:3.0765004330770376 5:1.9053408673924301 2:1.5005336297411507 
null 0:2.5810334042758702 3:1.2938482035779053 2:0.500125392799493 
null 0:3.4421073696991846 5:1.4546746750762583 8:0.8699401119281144 
null 0:2.481648837479114 3:1.7870583951204142 2:1.2646398596541606 
null 0:2.57002470862834 8:0.8436292908156573 5:0.7138798674055864 
null 0:4.0696153222648705 5:1.2128659725505366 8:1.1256423432727047 
null 0:3.524420096867615 5:2.0537088946169177 8:0.8405034556754022 
null 0:3.040608249151701 5:1.1036596196652784 8:0.9943428162720643 
null 0:1.9666736216215221 4:1.3735008961020334 6:0.941380037585434 
null 0:2.2197993087900154 9:0.6169401959249394 5:0.43397453315241596 
null 0:2.212644117543643 8:1.2455453687847151 5:1.166155081271576 
null 0:3.6561903741591375 6:2.192394087430502 5:1.3018649808188156 
null 0:2.8878160416939465 5:1.4527829320327006 8:0.8759261969173764 
null 0:1.8074554577255546 8:0.9520996897800301 3:0.5677565967400034 
null 0:2.290981851529373 5:1.0407699483011976 8:0.7624265321285277 
null 0:2.134490276747255 5:1.5185720882394815 6:0.7032598897880343 
null 0:2.5162158973137596 6:1.5743259710125612 5:1.3806751145104432 
null 0:2.802947730578028 2:1.455604029549819 3:1.1504051631611074 
null 0:2.756960134861903 6:2.0527268525353346 4:1.4375474506005117 
null 0:3.1910426040448105 5:1.640496629239984 8:0.6624061964734222 
null 0:3.3692484886256855 8:1.1738116247035177 5:1.1493484269113958 
null 0:2.42726891685031 2:1.8248639387906531 6:0.9043878721104932 
null 0:4.120238662664241 5:3.0422595326513777 8:0.9715621995236661 
null 0:4.285115933736815 5:2.164694347801811 8:2.0053940203931715 
null 0:2.7228462758975716 8:1.2885590270586957 5:1.1229611187462558 
null 0:2.4428355290667625 5:1.3964319610109202 8:0.631111271758584 
null 0:2.039793251842305 2:0.8449277408361324 5:0.45756654788443174 
null 0:3.600187698686955 5:1.2412763578258479 7:0.8756467466022981 
null 0:2.119128947277129 5:0.7785368043357885 9:0.49741164926185255 
null 0:3.846148253779583 5:1.9299534097290394 3:1.0838789083131415 
null 0:3.065941769992866 6:1.6406528209599933 7:0.8682614444319309 
null 0:2.8487385829317406 3:1.778763874267775 5:1.3433729768117042 
null 0:2.5476438212316133 5:1.7099312059544878 8:1.1144114005303498 
null 0:2.5489181193552604 4:1.7612336520904024 5:1.6657514843291121 
null 0:3.526312857611148 5:1.6369660670052566 8:1.220150137182327 
null 0:3.9028962581072624 6:1.0569665677897218 2:0.9876884116035535 
null 0:2.63304071376033 5:0.8445856190343963 2:0.597805049483141 
null 0:2.351315038591859 5:1.4242647755476967 6:1.3860192389123316 
null 0:2.5501490896456707 5:1.1394835243621695 8:0.824324344266831 
null 0:4.55993819585061 5:1.296699991261733 6:0.3403389961152991 
null 0:3.7806483855994135 5:1.5130353192279629 2:0.8784755904664019 
null 0:4.190730647282738 5:1.9794364842143932 8:0.6332200508296881 
null 0:3.576897599066058 5:2.0521857228428293 3:0.6247696115197321 
null 0:2.4806697282055 6:1.5853473833187937 5:1.3456873101064437 
null 0:3.8269999099656578 5:1.8538570943539103 8:0.69294798341782 
null 5:1.2335480181014489 8:1.153858029158948 0:0.5011133536632763 
null 0:2.5067813543470505 5:1.307983440456244 8:1.201988542586972 
null 0:2.5426113503070766 5:1.3802748590448626 8:0.6914111396527006 
null 0:2.4852155948975736 8:0.7569351316443249 7:0.6264896533199507 
null 0:2.583502459483982 2:1.1445697663013272 5:0.9065432806512038 
null 0:3.381107405691824 5:1.8676670994074704 2:1.0931598826104856 
null 0:3.176910182935117 5:1.197126883860876 6:0.9087777479239771 
null 0:2.7053694018445227 5:1.1163625903917582 8:0.8083925599684785 
null 0:2.4356521461338296 5:1.3715613132305255 3:0.989686488169354 
null 0:2.7937702309444075 5:1.5179772500868915 8:1.1789848962399443 
null 0:4.778751442630236 2:1.8661512141747325 6:1.3783958788258135 
null 0:2.9047296709335626 6:1.9846555691409087 8:0.9253559934774407 
null 0:3.4092650488040506 5:2.1576436599033015 8:1.4960133314751587 
null 0:2.9751771512702767 5:2.6108291317810868 8:0.363260216991801 
null 0:3.224932114890015 3:1.8103966499516895 2:1.3889311681228402 
null 0:1.5188822724336581 5:0.944405635857685 2:0.6429775482132457 
null 0:2.2263455993536945 6:1.7761700570664511 2:1.2519339927508466 
null 0:4.98156982667696 5:3.156439432887808 3:0.8963012320761898 
null 0:2.3023347799017797 2:2.208874232239234 3:1.314515731851297 
null 0:2.513123653223534 8:1.1733150683132398 5:0.7462899988388675 
null 0:4.261839823395698 7:1.3596888979072124 5:1.0123938608668896 
null 0:3.5330925663721024 2:0.7172291279337729 8:0.5802068849393581 
null 0:2.776837798210056 3:0.8556752092182454 5:0.6485298492026944 
null 0:2.764136186564525 5:2.0793408278197805 6:1.0189645993880507 
null 0:3.2702303232314085 5:1.8355141733666454 2:1.1658097173428756 
null 0:1.5388826128707842 5:1.4455437842601802 8:1.0701188647384556 
null 0:2.5975769252408765 5:1.92974572357246 6:1.2822318583192573 
null 0:2.670947491037107 5:0.8284602080629266 2:0.7896782719807239 
null 0:1.5778417448344741 5:0.8265776699263102 8:0.5364912762532213 
null 0:2.806617155252914 3:1.6625722536370717 2:1.382965028384433 
null 0:4.262581639366947 5:1.8880429105360463 7:0.6459622639011573 
null 0:3.6949284441935863 6:1.2879833502111298 2:0.9756556259823662 
null 0:2.8428724084104355 6:1.1529008324954255 2:0.9003923544042459 
null 0:3.7165911829876204 5:1.7809369391918095 8:1.1883716357504728 
null 0:5.746047245245466 5:1.923031465988896 2:1.382681949930929 
null 0:2.8826308106691014 5:0.7652699228129304 3:0.7384283850594616 
null 0:3.1985208356382935 2:2.055605550613447 3:1.529992132130785 
null 0:1.5145111084529683 8:0.398541688055197 2:0.3526148620719686 
null 0:3.971349054844258 5:1.456900117854445 3:1.2429231749603216 
null 0:2.871227775065956 5:1.993203591726958 8:0.9919642845000355 
null 0:2.8193577886104286 5:1.3119283038760226 8:0.4425804805261255 
null 0:4.858305482591371 5:3.775836568190475 8:1.7227711179024452 
null 6:1.506000826347801 0:1.1473814337197863 2:0.5924164956498721 
null 0:3.960605336530819 2:1.7108760071833982 6:0.8134174246709677 
null 0:3.633676865939319 2:1.3531231844570901 3:0.8825223744894728 
null 0:5.066585430240593 5:1.5461736836985092 8:1.2043634812568424 
null 0:2.4565454182009567 8:1.3258238946876657 5:0.8252636859192494 
null 0:3.109268591821486 8:0.9547935063851221 3:0.7777096541748648 
null 0:2.011907019152049 8:0.9604242154130888 3:0.6302415435138284 
null 0:2.4555220053925857 3:1.419962295484299 8:0.6455084647184692 
null 0:3.653338887868623 2:1.1054812922683293 5:0.9346754280658336 
null 0:3.5399818866565647 5:1.190084635562798 8:0.9043671667732185 
null 8:1.3624440526190804 0:1.2319951038216583 5:1.0159901875736352 
null 0:3.725988968015145 5:2.172612908619675 6:0.9811524519737671 
null 0:3.0943760264139306 8:1.0144181220802664 2:0.7598186276134392 
null 0:3.134498716102515 5:1.1356769422250113 8:0.7334970039538007 
null 0:5.055408522624695 2:1.7666060897270326 5:0.9344193850322582 
null 0:1.9360929880937106 8:0.7279234873916299 2:0.5901541987610129 
null 0:2.890068373516262 6:1.9369369546932824 5:0.9498733271903912 
null 0:2.9121669855378367 2:0.7822567913494032 8:0.44827053461239097 
null 0:2.731714240929284 5:1.3619518364696677 8:0.980534320167778 
null 0:3.3782508907241517 5:1.4827113345200749 8:0.9382823993304846 
null 0:2.3875433840004057 5:1.145366275547582 6:0.6622313976089458 
null 0:3.269220159567423 5:2.287907986414315 8:1.9101229220013374 
null 0:1.693176207768306 8:0.5587156126636148 5:0.366512105651144 
null 0:3.146848710067186 6:1.415662202875064 8:0.5029598532544867 
null 0:4.591080085483635 2:1.3687183539743244 6:0.9802257960083631 
null 0:2.5184694030118435 2:0.5450238352720508 6:0.5245197537693198 
null 0:2.767222558930381 5:0.7299070055050871 8:0.6710072697720337 
null 0:4.6897702450527685 2:2.303261059585625 3:1.484206696438053 
null 0:2.8981818654176323 5:1.3451412559731588 8:0.7492937500657187 
null 0:2.4116979199171173 2:1.3256097392957498 8:0.6720226612485802 
null 0:2.8667816605493845 2:1.0261932408284047 8:0.9451809091614188 
null 0:2.1624681930012244 6:1.4986322399952985 5:1.4081173258959505 
null 0:2.792658210090697 5:1.1050094963397592 8:0.9309618614931904 
null 0:3.2088127885291993 2:0.8294900573757692 8:0.8171931194025145 
null 0:2.16156547932426 5:1.262884810436405 8:1.1515899032547576 
null 0:2.5555972063122283 5:1.7837666730773645 6:1.5215322256975845 
null 0:3.484085439517285 6:0.9763828971445137 5:0.865876285945657 
null 0:3.204555615589399 2:1.3750866054813007 6:1.2266756518499105 
null 0:2.289706389415872 5:1.5666028377957868 8:1.2288113552750026 
null 0:3.539576424032568 8:1.795791325363342 5:1.5446102041434857 
null 0:2.8012224643661936 8:0.7135573375215025 3:0.6089780898300732 
null 0:4.688395173407109 5:3.33013834893956 8:1.6250122393987843 
null 0:3.7993988105809477 8:1.4405873733390202 5:0.9950832801837419 
null 0:2.269672027597809 8:1.1260576406105847 2:1.0692435488843952 
null 0:4.18676426290043 3:1.4046000293097072 8:0.9227735598271143 
null 0:2.3917996558629295 2:1.0069583871474344 8:0.8539207458947351 
null 0:2.9987157749042783 5:1.2546879790570054 3:1.0185360371684768 
null 0:3.5767008480816225 5:1.0051546251584256 8:0.944168153944055 
null 0:1.470787565016417 5:0.9857573595325412 8:0.6624643539170076 
null 0:3.2190605298278774 5:0.7051857627441569 8:0.5520844929150067 
null 0:2.4417951753502924 5:0.7460473773640752 8:0.7080246409767997 
null 0:2.601231295139146 5:1.1913236812780774 8:0.49548432335277376 
null 0:3.461001848432668 2:1.5591186969361346 3:1.452694436091055 
null 0:3.1650360782177565 2:1.849957620287745 6:1.3796663469373014 
null 0:4.330425895338865 5:2.3445501139485785 8:1.827097473275584 
null 0:1.616183272030514 5:0.9202209733368102 6:0.8960367432953997 
null 0:2.224822481174679 8:0.7468096744542659 5:0.6652533716534825 
null 0:2.396791784721406 5:1.1213087855432446 2:0.6596937532297736 
null 0:3.848676618821312 5:1.121810075971786 2:0.9866667472515281 
null 0:1.9313228264500684 6:1.3770271508330543 5:0.8613367560894007 
null 0:3.6435100568847547 8:1.1897713704137458 2:0.9234402933920179 
null 0:3.584359030900492 2:2.374145876007718 3:2.2236103504305618 
null 0:1.9208055829413129 5:0.9763028968375431 8:0.8797910845618344 
null 0:2.84923295381737 7:1.315818440826026 6:1.1654638748742479 
null 0:3.3290519985260385 8:1.2599720315962657 5:0.9153407511958889 
null 0:2.264811153275596 8:0.8160993862838577 3:0.6252051677076602 
null 0:3.0394886023126837 5:0.9889577784540355 8:0.8142424156004435 
null 0:2.817297068620346 5:1.9409927808139151 6:1.5219355070699958 
null 0:1.7241868606183228 5:0.8296460957749512 8:0.7649032497304008 
null 0:3.4388318389737416 2:1.3391684807594317 5:0.918181871348024 
null 0:2.82797911629048 5:0.9134919398073631 8:0.7633988098369842 
null 0:4.169166222386047 8:1.9934125902200843 2:1.568161470020116 
null 0:1.9157306749259144 6:0.773681279910076 2:0.6404517251571643 
null 0:2.2912908988431444 8:0.8443262289107729 5:0.8103886612037698 
null 0:3.8969711824667037 5:1.5200357954342727 2:0.9164753453565826 
null 0:4.359310237088947 8:1.6830460101511573 5:1.5407426761191056 
null 0:2.379243681313622 2:2.237880154567133 6:1.3499956174989058 
null 0:2.250828171080598 5:1.7490300374576508 8:0.945944659705978 
null 0:3.8756099209665877 5:1.276758586092934 6:1.0985545359221593 
null 0:3.0991639863997014 6:0.8660932109952791 2:0.7986478096458565 
null 0:2.766638523604311 5:1.214932550145975 8:0.9861990883161712 
null 0:3.200740706171507 5:1.8195419640145067 6:0.7624682369095135 
null 0:2.3590601881623594 5:0.9658894289766916 2:0.6747661943323819 
null 0:2.7484256800630527 8:0.9247402105164929 5:0.7092793149483786 
null 0:2.536196845887522 8:1.4584303617632632 5:0.8078363491588784 
null 0:2.9862789783597314 9:0.8531289805804451 5:0.7097014149142167 
null 0:3.811793773164557 5:1.5464079891933775 8:1.4892770646456845 
null 0:2.316008048678789 3:0.8424327304160761 2:0.761127071911075 
null 0:1.0572734435464473 8:1.024919237431249 5:0.5798867578687409 
null 0:3.0507107138269878 5:1.2833559934596626 8:0.5954472079394467 
null 0:3.2179169140941393 5:2.1678023131095374 8:1.3843188274388138 
null 0:3.5202037665400097 5:1.141240071206072 8:0.5813223298975742 
null 0:2.1106347221925743 2:0.7805536336624579 8:0.5644797891409542 
null 0:3.0729026970248134 5:1.0504138368236648 8:0.8365418259234764 
null 0:2.591308239051347 3:1.2325444759536544 5:0.7621416142904704 
null 0:3.391480390754506 6:1.6260625419328594 7:1.095067307612574 
null 0:1.7112783967668879 9:1.0998448510260646 7:0.7050252131569511 
null 0:2.8415547134299923 5:0.9913057855836767 2:0.687123536312112 
null 0:4.587850886548208 5:2.3967075164356455 8:1.0409291219787582 
null 0:4.65521180416367 5:1.7174694095910221 8:1.2339007180947517 
null 0:2.289747057670934 3:0.8200344151683954 5:0.7954847354277614 
null 0:4.336046341366947 5:3.3454370733614573 6:0.7450698032399063 
null 0:1.7640308211065197 5:0.6971762158203044 2:0.6563169444196891 
null 0:1.4003407928481375 5:0.6461138701128493 8:0.6260690660643127 
null 0:2.0038290238901317 6:1.2394717658621957 5:0.5071623653698863 
null 0:2.9505100747487023 5:1.609079104019938 2:0.5559892972156528 
null 0:3.7205838081051326 5:2.1016335669896864 6:1.081913885502895 
null 0:4.309153988197566 5:2.0026287412486052 8:1.6202494357060866 
null 0:3.7399519781611046 3:1.2099561676518775 7:0.5252243690476688 
null 0:3.4664445450699874 5:1.0589275085238437 7:0.5975460557653834 
null 0:1.6896454733314732 5:0.6213654254059234 9:0.4208933547871583 
null 0:3.19785023946568 5:2.2637560314865572 8:0.8256987547973985 
null 0:1.5592702614474325 3:0.7702633612425358 5:0.7179146016503972 
null 0:3.072511233270243 5:1.079934913672463 6:0.23118275216158732 
null 0:2.851483604811936 3:1.6463982889711402 2:1.2882888964078953 
null 0:4.0868825299191816 2:2.170320648263252 8:1.2644500819195605 
null 0:1.7211336893756934 5:0.895162327966731 9:0.8381301681684473 
null 0:5.314019231835436 2:1.6705778973398737 8:1.320181287651747 
null 0:3.2990711910829558 5:1.5289992036574362 8:1.4859138366860078 
null 0:3.2710697193120324 6:0.8613966279194601 2:0.7435048312530057 
null 0:4.03857243203956 5:2.185505526316206 3:0.6988555167422997 
null 0:2.2994973415165245 5:1.0408942396022505 8:0.23319494779089234 
null 0:2.937446131024149 5:0.8543520526479136 8:0.8483429699881653 
null 0:1.988036685717202 6:1.9317457981944384 2:1.1894417881767776 
null 0:3.9271073423881497 8:1.4183411525945142 5:1.0106857784623458 
null 0:2.7745792830039053 3:1.264460883688327 7:0.3372984572271526 
null 0:3.518372631587529 5:1.4993460193870185 8:1.3961651592688498 
null 0:2.8727548551432194 5:1.9410883189804633 8:1.6988133323953414 
null 0:2.976670650746944 5:2.1508600005846383 6:1.4197430129016493 
null 0:3.658945696338547 5:2.2227458986666653 8:0.6872387365159836 
null 0:4.204369237883436 5:1.2029334894139367 3:0.9399851479262273 
null 0:2.12448136560915 5:1.2607510562264943 8:0.8118626739263133 
null 0:3.9224308582042227 5:1.4127840102079063 6:1.1799068883529107 
null 0:3.1777548694921753 5:1.613648074392011 6:0.535231426876847 
null 0:3.1450110452793685 2:1.1737023706226664 7:0.744564718118738 
null 0:1.9923664136063266 6:1.0941342831902372 8:0.9600627593974977 
null 0:3.6223545744741394 5:1.2646515525115205 8:0.7596803700579534 
null 0:4.184535415789843 5:2.092767033446127 3:1.0336566905570654 
null 0:4.123717571885697 8:1.7211817418160984 2:0.5757161961265685 
null 0:1.8742026649187788 5:0.6190758171075683 6:0.401412365091004 
null 0:3.9874159200645893 8:1.4864056831474213 5:1.4491764170659147 
null 0:3.958541358726015 5:1.880550596576983 8:1.13232794797722 
null 0:4.210910216910109 5:1.9690970348686856 2:1.9570700964573873 
null 0:3.6978401495578743 5:1.369435812492613 8:1.3003937287366512 
null 0:1.9961886446641979 5:1.256028436943538 8:1.0958054345411632 
null 0:2.977751390375414 8:0.4959068476085862 9:0.38831124027387204 
null 6:1.0030356131812472 2:0.6680961930690786 8:0.542038373544009 
null 0:4.022613789817209 5:1.8196374959711459 8:1.3364093501402798 
null 0:3.0309912835444646 8:1.3765073882319485 2:0.9325390973674813 
null 0:2.494881742313941 8:1.3937728839360113 5:1.0967732595179651 
null 0:3.476776821849514 8:1.3071167266767365 5:0.9577919353724146 
null 0:2.3995330091605713 5:1.2288936293485444 8:1.1026127195703102 
null 0:2.90538588350953 5:1.9131055015572656 3:0.6696784641953211 
null 0:1.9123835403207368 5:0.8750156350130559 8:0.5746002265450941 
null 0:4.551484532263527 5:1.6697729276516395 3:0.9402707443685647 
null 0:4.519919280589447 5:2.0033273628953556 8:1.8351179413370229 
null 0:4.966689379952595 5:1.8403294144828122 6:0.5461587217818651 
null 0:2.684528044517475 5:1.3050832861000694 8:1.265069262888414 
null 0:3.2257642938921984 5:1.4464058811329827 8:0.7982555218262736 
null 0:4.335238789750898 5:3.6501330556080296 8:0.5401253503113634 
null 0:2.8280280202303185 6:1.5233800553921528 5:1.310978452170234 
null 0:2.8787670835043553 5:0.6476204136891129 8:0.6206239084015597 
null 0:3.800252496937376 8:1.1569001965458494 2:1.0731698048938696 
null 0:3.995627441909154 8:1.4910561199760435 5:1.091459415909286 
null 0:2.504913090219499 6:1.1967208550698554 5:0.8981273703226914 
null 0:4.2787833704505855 5:2.8851271647275087 7:0.3040643365813442 
null 0:2.9242666620626254 2:2.4411523142550178 3:1.7039881932687932 
